date,ontime,high,low,precip,snow
2018-11-09,0.9383685075896374,50.0,37.9,1.1,0
2018-11-12,0.9323187198183475,50.0,33.1,0,0
2018-11-13,0.9310434769538383,54.0,42.1,1.1,0
2018-11-14,0.903988409027926,42.1,25.2,0,0
2018-11-15,0.8999262690191365,37.9,23.2,0.46,0.12
2018-11-16,0.8957935174274904,46.0,35.1,0.57,T
2018-11-19,0.9077706860094515,41.0,36.0,0.17,T
2018-11-20,0.9111389274289616,42.1,35.1,0.4,T
2018-11-21,0.9401705618599672,43.0,24.3,T,T
2018-11-22,0.9212503374258544,24.3,14.2,0,0
2018-11-23,0.8600385249393078,32.0,15.3,0,0
2018-11-26,0.9334721231777109,46.9,42.1,0.87,0
2018-11-27,0.9084397276478996,48.9,37.9,0.46,0
2018-11-28,0.9192450807285137,44.1,36.0,0,0
2018-11-29,0.8752949578788009,46.0,37.0,0,0
2018-11-30,0.9051827519082698,44.1,33.1,0,0
2018-12-03,0.9260929293522272,57.9,44.1,T,0
2018-12-04,0.8675832995855649,44.1,27.1,0,0
2018-12-05,0.9172882924006315,36.0,25.2,0,0
2018-12-06,0.9464981963292836,42.1,30.2,T,T
2018-12-07,0.9425845308608947,39.9,26.2,0,0
2018-12-10,0.9255685130968053,39.0,26.2,0,0
2018-12-11,0.8720282483874415,37.9,23.2,0,0
2018-12-12,0.9234987775712721,39.0,24.3,0,0
2018-12-13,0.8955656161143093,35.1,21.2,0,0
2018-12-14,0.9222255026288798,46.0,29.1,0,0
2018-12-17,0.932752904909489,43.0,36.0,0.04,T
2018-12-18,0.9291368573087974,39.0,25.2,0.02,0.12
2018-12-19,0.8831872209236941,42.1,24.3,0,0
2018-12-20,0.9281398329092033,50.0,32.0,0,0
2018-12-21,0.9426749512697329,64.9,43.0,0.61,0
2018-12-24,0.9232767250129492,39.0,32.0,T,T
2018-12-25,0.9391860896574017,39.0,29.1,0,0
2018-12-26,0.9503376703378427,39.9,26.2,0,0
2018-12-27,0.9370520387273441,37.9,30.2,0,0
2018-12-28,0.943053069728616,57.0,34.0,0.33,0
2018-12-31,0.9297404424283241,59.0,34.0,0.38,0
